,Name,Record,Nickname,Height,Weight,Reach,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
3090,Josh Stansbury,4-8-0,The Sandman,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",3.22,54%,3.54,54%,0.0,0%,87%,1.0
3091,Dion Staring,35-14-0,Soldier,"6' 1""",235 lbs.,--,Orthodox,"Jun 09, 1978",1.09,37%,5.0,47%,0.0,0%,33%,0.0
3092,Lucas Stark,1-5-0,,--,155 lbs.,--,,--,1.6,25%,3.2,66%,12.0,100%,0%,0.0
3093,Clifford Starks,13-3-0,,"6' 0""",185 lbs.,"78""",Orthodox,"Apr 25, 1981",1.94,33%,2.49,58%,1.94,100%,60%,0.0
3094,Kalib Starnes,17-11-1,,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,1.46,33%,25%,0.6
3095,Laureano Staropoli,9-3-0,Pepi,"6' 1""",170 lbs.,"71""",Orthodox,"Feb 27, 1993",4.4,34%,4.58,53%,0.25,20%,57%,0.0
3096,Damian Stasiak,10-6-0,Webster,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.1,52%,2.64,35%,43%,0.6
3097,Adam Steele,0-1-0,,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3098,Dominique Steele,14-9-0,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74""",Orthodox,"Jan 27, 1988",2.32,49%,2.42,50%,2.95,42%,76%,0.0
3099,Ricky Steele,6-0-0,The Karate Kid,"5' 9""",135 lbs.,"74""",Orthodox,"May 26, 1988",4.07,70%,2.93,50%,0.0,0%,91%,0.0
3100,Eric Steenberg,5-1-0,,--,155 lbs.,--,,"Jun 22, 1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3101,Steve Steinbeiss,9-4-0,The Hooligan,"6' 3""",185 lbs.,"75""",Orthodox,"May 05, 1981",3.92,55%,1.86,49%,0.44,50%,58%,0.0
3102,Ray Steinbeiss,14-7-0,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0.0,0%,0.0,100%,0.0,0%,0%,0.0
3103,Dmitri Stepanov,0-1-0,,"6' 3""",217 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3104,Jeremy Stephens,NC),Lil' Heathen,"5' 9""",145 lbs.,"71""",Orthodox,"May 25, 1986",3.18,40%,3.06,58%,1.16,38%,65%,0.4
3105,Aljamain Sterling,19-3-0,Funk Master,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 31, 1989",4.82,50%,1.94,66%,1.89,29%,51%,1.0
3106,Marc Stevens,21-10-0,,"5' 9""",155 lbs.,--,,--,0.45,26%,1.79,46%,0.0,0%,0%,0.0
3107,Joe Stevenson,33-16-0,Daddy,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,44%,2.44,60%,2.75,44%,39%,2.2
3108,Maia Stevenson,6-5-0,,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,54%,3.13,33%,3.91,100%,50%,0.0
3109,Luke Stewart,6-3-0,,"5' 11""",170 lbs.,--,Orthodox,--,3.75,56%,2.34,53%,3.75,33%,50%,1.9
3110,Darren Stewart,NC),The Dentist,"6' 0""",185 lbs.,"74""",Orthodox,"Dec 30, 1990",3.08,44%,2.82,52%,1.56,40%,66%,0.1
3111,Kyle Stewart,11-3-0,Gunz Up,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0
3112,Alex Stiebling,NC),The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,--,1.77,42%,1.45,52%,0.35,66%,66%,0.7
3113,Tyler Stinson,30-10-0,The Evolution,"6' 3""",170 lbs.,--,,"Jan 17, 1986",2.8,23%,4.6,56%,0.5,100%,0%,0.5
3114,Dan Stittgen,12-5-0,The Anvil,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,46%,4.42,37%,0.78,100%,100%,0.0
3115,Lazar Stojadinovic,12-5-0,The Bronx Bomber,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,29%,1.97,59%,0.0,0%,0%,0.0
3116,Denis Stojnic,NC),,"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,0.0,0%,80%,1.0
3117,Julija Stoliarenko,9-5-1,,"5' 7""",135 lbs.,"66""",,"Apr 08, 1993",2.1,34%,3.87,50%,0.0,0%,66%,0.5
3118,Dustin Stoltzfus,13-2-0,,"6' 0""",185 lbs.,"75""",Orthodox,"Nov 15, 1991",2.48,57%,3.93,48%,0.78,12%,62%,0.8
3119,Niklas Stolze,12-4-0,Green Mask,"6' 1""",170 lbs.,"74""",Switch,"Dec 28, 1992",2.0,41%,1.93,56%,1.0,100%,66%,0.0
3120,Ken Stone,11-4-0,,"5' 8""",135 lbs.,"71""",Southpaw,"Oct 08, 1982",3.85,49%,2.9,48%,1.24,33%,60%,0.6
3121,Ryan Stonitsch,8-1-0,,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",2.53,36%,2.53,71%,0.0,0%,0%,0.0
3122,George Stork,7-9-0,,"5' 10""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3123,Rick Story,19-9-0,The Horror,"5' 9""",170 lbs.,"71""",Southpaw,"Aug 28, 1984",3.8,41%,2.17,62%,2.53,48%,63%,0.9
3124,Darko Stosic,13-4-0,,"6' 0""",205 lbs.,"76""",Orthodox,"Feb 09, 1992",2.61,45%,4.04,58%,3.42,50%,83%,0.0
3125,Greg Stott,0-1-0,Ranger,"5' 7""",220 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3126,Curtis Stout,11-12-1,,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973",0.69,67%,3.2,29%,0.0,0%,20%,0.0
3127,Sam Stout,20-12-1,Hands of Stone,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,28%,4.08,57%,0.63,38%,77%,0.1
3128,Tim Stout,12-10-0,,"5' 11""",185 lbs.,--,,"Feb 09, 1979",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3129,Gennaro Strangis,0-1-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3130,Dave Strasser,25-8-0,,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,45%,1.88,59%,0.72,33%,33%,0.0
3131,Daniel Straus,NC),,"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,43%,2.99,57%,0.84,15%,81%,1.1
3132,Gerald Strebendt,9-7-0,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0.0,0%,4.0,38%,0.0,0%,0%,16.4
3133,Sean Strickland,22-3-0,Tarzan,"6' 1""",185 lbs.,"76""",Orthodox,"Feb 27, 1991",5.09,38%,3.77,66%,1.26,60%,81%,0.4
3134,Mark Striegl,NC),Mugen,"5' 8""",135 lbs.,"70""",Southpaw,"Jun 23, 1988",3.53,42%,21.18,25%,0.0,0%,0%,0.0
3135,Hans Stringer,22-8-3,,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,61%,2.84,41%,2.4,36%,62%,0.0
3136,Stefan Struve,33-13-0,Skyscraper,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7
3137,Josh Stuart,1-4-0,,"5' 9""",160 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3138,Mike Stumpf,11-4-0,,"5' 10""",170 lbs.,--,,"Aug 01, 1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8
3139,Kyle Sturgeon,0-1-0,,"6' 3""",225 lbs.,--,Switch,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3140,Tatiana Suarez,9-0-0,,"5' 5""",115 lbs.,"66""",Southpaw,"Dec 19, 1990",4.82,65%,1.45,48%,6.47,62%,100%,0.6
3141,Masanori Suda,22-11-3,,"5' 9""",183 lbs.,--,Orthodox,--,1.8,50%,1.2,63%,0.0,0%,60%,0.0
3142,Genki Sudo,15-4-2,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,39%,2.23,33%,3.58,60%,50%,4.2
3143,Daisuke Sugie,10-8-1,Amazon,"5' 6""",160 lbs.,--,Orthodox,--,0.0,0%,0.22,80%,3.27,50%,0%,3.3
3144,Takashi Sugiura,1-3-0,,"5' 11""",225 lbs.,--,Southpaw,"May 31, 1970",1.37,40%,2.08,53%,1.33,66%,0%,0.0
3145,Naho Sugiyuma,12-5-0,Sugi Rock,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,48%,2.45,71%,2.05,100%,66%,0.0
3146,George Sullivan,NC),The Silencer,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,39%,2.42,57%,1.37,20%,38%,0.7
3147,Amar Suloev,24-7-0,,"5' 9""",183 lbs.,--,Orthodox,"Jul 01, 1976",1.98,37%,2.19,70%,0.27,100%,88%,0.3
3148,Magomed Sultanakhmedov,18-6-0,,"6' 2""",185 lbs.,--,Southpaw,--,0.0,0%,2.4,42%,9.0,100%,0%,9.0
3149,Justin Sumter,7-3-0,,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989",2.68,48%,7.64,34%,2.87,100%,0%,0.0
3150,Aji Susilo,6-4-0,,"5' 10""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3151,Jason Suttie,0-1-0,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,83%,4.97,36%,0.0,0%,0%,0.0
3152,Joel Sutton,2-4-1,,"5' 11""",205 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3153,Chad Sutton,2-2-0,,"6' 1""",185 lbs.,--,,"Aug 07, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3154,Martin Svensson,15-6-0,,"6' 1""",155 lbs.,--,,"Apr 25, 1985",2.02,38%,5.91,38%,0.0,0%,0%,0.0
3155,Daniel Swain,20-10-1,,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 30, 1991",0.8,44%,3.2,40%,0.0,0%,0%,6.0
3156,Cub Swanson,27-11-0,,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 02, 1983",4.64,50%,3.64,60%,1.09,51%,60%,0.5
3157,Mike Swick,15-6-0,Quick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,37%,2.29,54%,1.06,50%,61%,0.6
3158,Floyd Sword,12-3-0,,"6' 0""",185 lbs.,--,Orthodox,"Aug 24, 1976",0.78,42%,1.57,40%,0.0,0%,33%,0.0
3159,Bentley Syler,5-1-0,Bolivia,"5' 4""",125 lbs.,--,Orthodox,"Dec 22, 1982",1.3,18%,1.73,79%,0.0,0%,75%,0.0
3160,Kevin Syler,10-1-0,El Nino Bala,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.6,69%,4.03,48%,1.0,40%,77%,2.0
3161,Leo Sylvest,10-16-0,Lethal,"5' 11""",205 lbs.,--,Orthodox,"Sep 03, 1973",0.0,0%,6.58,27%,0.0,0%,0%,0.0
3162,Tony Sylvester,11-3-0,,"6' 1""",225 lbs.,--,Southpaw,"Jan 27, 1978",0.0,0%,10.12,12%,0.0,0%,0%,0.0
3163,Tim Sylvia,NC),The Maine-iac,"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,0.11,100%,75%,0.1
3164,Osamu Tachihikari,0-4-0,,"6' 5""",300 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3165,Amber Tackett,1-3-0,,--,115 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3166,Eugenio Tadeu,NC),,"5' 8""",160 lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3167,Justin Tafa,4-1-0,Bad Man,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",3.86,66%,2.65,52%,0.0,0%,0%,0.0
3168,Khalid Taha,NC),The Warrior,"5' 5""",135 lbs.,"69""",Orthodox,"Feb 15, 1992",2.86,35%,4.26,43%,0.0,0%,61%,0.3
3169,Joe Taimanglo,23-7-1,The Juggernaut,"5' 4""",135 lbs.,--,,"Jun 27, 1984",4.18,42%,4.55,59%,5.45,40%,100%,1.4
3170,Mairbek Taisumov,27-6-0,Beckan,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988",2.98,39%,3.03,64%,1.34,63%,88%,0.0
3171,Nobuhiko Takada,2-6-2,,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962",0.31,24%,1.92,39%,1.15,20%,0%,0.0
3172,Yoshiki Takahashi,NC),Kazuo,"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969",2.26,51%,6.47,44%,0.0,0%,66%,2.3
3173,Yoko Takahashi,15-12-2,,"5' 8""",150 lbs.,--,,"Apr 20, 1973",5.11,54%,8.78,48%,0.0,0%,0%,0.0
3174,Daiju Takase,12-15-2,,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",0.49,30%,1.64,47%,0.84,17%,21%,1.2
3175,Hiroyuki Takaya,21-14-2,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977",3.18,33%,3.16,60%,0.9,45%,66%,0.0
3176,Yoshihiro Takayama,1-4-0,,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",3.4,54%,5.69,29%,0.67,33%,55%,0.0
3177,Makoto Takimoto,6-5-0,,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",1.37,39%,1.71,55%,1.48,50%,25%,1.1
3178,Oleg Taktarov,17-5-2,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3179,Nordine Taleb,15-7-0,,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 10, 1981",3.66,51%,2.62,66%,1.94,76%,73%,0.0
3180,Tsuyoshi Tamakairiki,0-3-0,,"6' 0""",220 lbs.,--,Orthodox,--,0.0,0%,26.67,50%,0.0,0%,0%,0.0
3181,Eli Tamez,10-0-0,Tomahawk,"5' 7""",135 lbs.,--,,"Aug 22, 1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3182,Kiyoshi Tamura,32-13-3,,"5' 11""",185 lbs.,--,Southpaw,"Dec 17, 1969",2.44,53%,1.44,60%,0.58,60%,45%,0.2
3183,Akitoshi Tamura,21-18-2,The Ironman,"5' 9""",135 lbs.,"70""",Orthodox,"May 31, 1980",3.73,43%,1.94,78%,0.0,0%,20%,1.0
3184,Issei Tamura,10-8-0,,"5' 5""",135 lbs.,"63""",Orthodox,"Mar 12, 1984",1.89,53%,4.58,44%,0.92,25%,33%,0.0
3185,Jason Tan,5-3-0,,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,0.0,0%,0%,0.0
3186,Akihito Tanaka,2-2-0,Kinniku Mantaro,--,--,--,Southpaw,--,0.19,50%,2.05,38%,5.59,66%,0%,0.0
3187,Michinori Tanaka,11-3-0,,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.4,38%,43%,0.2
3188,Evan Tanner,32-8-0,,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
3189,Manny Tapia,12-14-1,The Mangler,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
3190,Gary Tapusoa,8-3-0,,"5' 7""",185 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3191,Miesha Tate,18-7-0,Cupcake,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6
3192,Deividas Taurosevicius,17-5-0,,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.0,28%,50%,0.3
3193,Thiago Tavares,21-7-1,,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.0,40%,2.31,62%,3.83,42%,62%,1.5
3194,Jeremy Tavares,1-6-0,,--,135 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3195,Brad Tavares,17-7-0,,"6' 1""",185 lbs.,"74""",Orthodox,"Dec 21, 1987",3.0,40%,2.76,55%,1.03,27%,77%,0.0
3196,Paul Taylor,NC),Relentless,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
3197,Jesse Taylor,31-15-0,JT Money,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
3198,Torrance Taylor,13-8-1,,"5' 7""",155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3199,Louis Taylor,13-4-0,Handgunz,"5' 11""",185 lbs.,--,Orthodox,"May 12, 1979",2.06,32%,1.24,68%,2.48,28%,100%,0.0
3200,Anthony Taylor,1-3-0,Pretty Boy,"5' 7""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3201,Danielle Taylor,9-4-0,Dynamite,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.2,20%,70%,0.2
3202,J.T Taylor,7-7-0,The Outlaw,"5' 10""",--,--,,--,3.17,80%,3.7,26%,3.96,100%,0%,7.9
3203,James Te Huna,16-9-0,,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
3204,Shawn Teed,5-2-0,,"6' 5""",265 lbs.,--,Orthodox,"Feb 13, 1992",1.4,42%,13.31,21%,0.0,0%,0%,0.0
3205,Glover Teixeira,32-7-0,,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.75,47%,3.84,54%,2.04,40%,60%,1.0
3206,John Teixeira,21-2-2,Macapa,"5' 7""",145 lbs.,--,Orthodox,"Nov 18, 1986",3.36,35%,3.2,63%,1.0,27%,71%,0.7
3207,Ewerton Teixeira,3-1-0,,"6' 1""",242 lbs.,--,,"Feb 13, 1982",2.0,39%,3.22,35%,0.0,0%,33%,0.0
3208,Tra Telligman,7-5-1,Trauma,"6' 2""",233 lbs.,--,Orthodox,"Feb 07, 1965",1.83,35%,3.02,56%,0.87,100%,80%,0.0
3209,Taneisha Tennant,5-1-0,Triple Threat,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1989",5.67,55%,3.4,71%,0.0,0%,100%,0.0
3210,Herman Terrado,15-3-1,,--,170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3211,Dave Terrel,7-7-0,The Bionic,"5' 8""",170 lbs.,--,Southpaw,"May 10, 1978",2.62,43%,2.8,48%,3.28,38%,100%,0.0
3212,David Terrell,6-2-0,The Soul Assassin,"6' 1""",185 lbs.,--,Southpaw,"Jan 09, 1978",2.34,63%,2.71,37%,5.54,50%,0%,5.5
3213,James Terry,19-9-0,Intensity,"5' 10""",170 lbs.,--,Orthodox,"Mar 16, 1981",3.23,32%,4.77,64%,3.31,36%,75%,0.0
3214,Jeff Terry,2-3-0,,"6' 2""",205 lbs.,--,,--,1.09,50%,9.27,19%,0.0,0%,100%,0.0
3215,David Teymur,8-2-0,,"5' 9""",155 lbs.,"73""",Southpaw,"May 01, 1989",4.69,43%,3.53,55%,0.94,33%,77%,0.0
3216,Daniel Teymur,7-4-0,Kid Dynamite,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
3217,Motonobu Tezuka,28-12-7,,"5' 7""",135 lbs.,--,Southpaw,"Aug 29, 1987",0.87,23%,2.8,51%,1.5,11%,0%,0.5
3218,Jason Thacker,0-1-0,,"5' 10""",185 lbs.,--,Orthodox,"Aug 18, 1975",0.63,33%,17.05,32%,0.0,0%,0%,0.0
3219,Brandon Thatch,11-5-0,Rukus,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.7,42%,3.63,52%,1.36,66%,50%,0.7
3220,Elias Theodorou,16-3-0,The Spartan,"6' 1""",185 lbs.,"75""",Orthodox,"May 31, 1988",4.19,42%,2.39,53%,1.27,28%,59%,0.0
3221,Nik Theotikos,6-2-0,,--,185 lbs.,--,Orthodox,--,0.0,0%,5.48,19%,0.0,0%,0%,4.8
3222,Paulo Thiago,18-9-0,,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
3223,Din Thomas,NC),Dinyero,"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,1.38,52%,76%,1.2
3224,Ryan Thomas,20-8-0,The Tank Engine,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,5.59,33%,0%,2.2
3225,Noah Thomas,14-7-0,,"5' 9""",135 lbs.,--,Orthodox,"Mar 27, 1981",0.44,13%,4.99,33%,0.0,0%,0%,1.3
3226,Joel Thomas,5-2-0,The NIce Guy,"5' 10""",170 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3227,Treston Thomison,10-6-0,,"5' 8""",145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3228,Nick Thompson,38-14-1,The Goat,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.8,49%,1.06,100%,35%,2.6
3229,James Thompson,NC),The Colossus,"6' 5""",265 lbs.,--,Orthodox,"Dec 16, 1978",5.13,52%,3.19,41%,3.14,36%,53%,1.3
3230,Oli Thompson,17-10-0,,"6' 1""",242 lbs.,--,Orthodox,"Jan 02, 1980",1.66,46%,5.31,46%,0.0,0%,50%,0.5
3231,Stephen Thompson,15-4-1,Wonderboy,"6' 0""",170 lbs.,"75""",Orthodox,"Feb 11, 1983",3.93,44%,2.73,59%,0.36,45%,78%,0.0
3232,Josh Thomson,NC),The Punk,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
3233,Simeon Thoresen,17-6-1,The Grin,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
3234,Josh Thornburg,8-8-0,,"6' 0""",170 lbs.,--,,"May 24, 1984",1.2,50%,3.13,38%,2.0,66%,42%,2.0
3235,Gleison Tibau,33-14-0,,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
3236,Chris Tickle,9-9-0,BadBoy,"5' 9""",155 lbs.,--,,"Feb 01, 1982",1.07,40%,1.13,43%,1.0,25%,20%,2.0
3237,Nolan Ticman,4-3-0,,"5' 6""",125 lbs.,--,Orthodox,"May 17, 1988",2.57,47%,2.53,67%,0.0,0%,60%,0.0
3238,Darren Till,18-3-1,The Gorilla,"6' 0""",185 lbs.,"74""",Southpaw,"Dec 24, 1992",2.27,46%,2.99,58%,0.54,41%,82%,0.0
3239,Brett Tillis,0-0-0,,--,145 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3240,Ryan Tobar,3-3-0,,--,155 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3241,Andrew Todhunter,8-0-0,The Sniper,"6' 0""",185 lbs.,--,Switch,"Nov 30, 1987",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3242,Dusko Todorovic,10-0-0,,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",8.04,67%,5.25,44%,0.65,6%,0%,0.0
3243,Hideo Tokoro,34-29-2,,"5' 7""",135 lbs.,--,Orthodox,"Aug 22, 1977",1.78,37%,2.01,65%,0.87,34%,44%,2.3
3244,Anatoly Tokov,25-2-0,,"5' 10""",185 lbs.,--,,"Feb 17, 1990",3.51,72%,0.54,66%,2.03,100%,100%,0.0
3245,Kazuki Tokudome,18-7-1,,"5' 11""",155 lbs.,"73""",Southpaw,"Mar 04, 1987",2.26,41%,3.63,53%,2.0,38%,78%,0.0
3246,Tyler Toner,NC),,"5' 8""",145 lbs.,"70""",Orthodox,"Mar 31, 1983",2.95,52%,2.13,62%,0.0,0%,54%,0.4
3247,James Toney,0-1-0,Lights Out,"5' 9""",220 lbs.,--,Orthodox,"Aug 24, 1968",0.0,0%,2.41,27%,0.0,0%,0%,0.0
3248,Masanori Tonooka,1-2-0,,"5' 8""",185 lbs.,--,Orthodox,--,0.16,5%,1.09,36%,0.0,0%,0%,0.0
3249,Carl Toomey,3-3-0,,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3250,Ilia Topuria,10-0-0,,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",2.5,45%,1.87,68%,4.25,55%,100%,4.2
3251,Anthony Torres,5-3-0,The Crush,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,0.0,0%,100%,2.2
3252,Miguel Torres,44-9-0,,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981",3.98,43%,1.86,74%,0.0,0%,17%,1.6
3253,Ronys Torres,35-5-0,,"5' 7""",155 lbs.,--,Orthodox,"Aug 13, 1975",0.87,26%,1.93,57%,4.0,47%,16%,0.5
3254,Haven Torres,0-0-0,,--,125 lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3255,Tecia Torres,12-5-0,The Tiny Tornado,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.3,47%,3.37,62%,0.68,15%,56%,0.1
3256,Alex Torres,5-4-0,Rolo,"5' 10""",145 lbs.,--,Orthodox,"May 29, 1988",2.47,37%,2.73,69%,2.0,22%,50%,0.0
3257,Abram Torres,4-3-0,,"5' 10""",170 lbs.,--,,"Oct 29, 1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0
3258,Jose Torres,8-1-0,Shorty,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992",4.37,36%,9.84,50%,1.28,33%,75%,0.0
3259,Desmond Torres,7-2-0,,"5' 6""",135 lbs.,"69""",Orthodox,"Jan 06, 1997",4.8,64%,11.78,48%,0.0,0%,100%,0.0
3260,Salim Touahri,10-4-0,Grizzly,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 28, 1989",2.6,46%,2.87,58%,0.0,0%,83%,0.0
3261,Dequan Townsend,21-12-0,The Tarantula,"6' 3""",205 lbs.,"79""",Orthodox,"May 11, 1986",1.23,34%,3.92,38%,0.0,0%,46%,0.0
3262,Minoru Toyonaga,2-5-0,,"5' 11""",195 lbs.,--,Southpaw,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0
3263,Roberto Traven,6-4-1,Spider,"6' 3""",227 lbs.,--,Orthodox,"Sep 16, 1968",0.92,50%,2.77,57%,0.0,0%,0%,0.0
3264,Bryan Travers,15-4-0,,--,155 lbs.,--,,"Apr 11, 1983",2.33,48%,3.93,55%,2.0,28%,63%,0.0
